Slug,Date,Open,High,Low,Close,Volume,Market Cap
bitcoin,Nov 25/ 2017,8241.71,8790.92,8191.15,8790.92,4342060000,1.37632E+11
bitcoin,Nov 24/ 2017,8074.02,8374.16,7940.93,8253.69,5058610000,1.34816E+11
bitcoin,Nov 23/ 2017,8232.38,8267.4,8038.77,8038.77,4225180000,1.37444E+11
bitcoin,Nov 22/ 2017,8077.95,8302.26,8075.47,8253.55,3633530000,1.34851E+11
bitcoin,Nov 21/ 2017,8205.74,8348.66,7762.71,8071.26,4277610000,1.36967E+11
bitcoin,Nov 20/ 2017,8039.07,8336.86,7949.36,8200.64,3488450000,1.34167E+11
bitcoin,Nov 19/ 2017,7766.03,8101.91,7694.1,8036.49,3149320000,1.29595E+11
bitcoin,Nov 18/ 2017,7697.21,7884.99,7463.44,7790.15,3667190000,1.28425E+11
bitcoin,Nov 17/ 2017,7853.57,8004.59,7561.09,7708.99,4651670000,1.31026E+11
bitcoin,Nov 16/ 2017,7323.24,7967.38,7176.58,7871.69,5123810000,1.22164E+11
bitcoin,Nov 15/ 2017,6634.76,7342.25,6634.76,7315.54,4200880000,1.10667E+11
bitcoin,Nov 14/ 2017,6561.48,6764.98,6461.75,6635.75,3197110000,1.09434E+11
bitcoin,Nov 13/ 2017,5938.25,6811.19,5844.29,6559.49,6263250000,99029000000
bitcoin,Nov 12/ 2017,6295.45,6625.05,5519.01,5950.07,8957350000,1.0498E+11
bitcoin,Nov 11/ 2017,6618.61,6873.15,6204.22,6357.6,4908680000,1.10362E+11
bitcoin,Nov 10/ 2017,7173.73,7312,6436.87,6618.14,5208250000,1.19607E+11
bitcoin,Nov 09/ 2017,7446.83,7446.83,7101.52,7143.58,3226250000,1.24146E+11
bitcoin,Nov 08/ 2017,7141.38,7776.42,7114.02,7459.69,4602200000,1.19041E+11
bitcoin,Nov 07/ 2017,7023.1,7253.32,7023.1,7144.38,2326340000,1.17056E+11
bitcoin,Nov 06/ 2017,7403.22,7445.77,7007.31,7022.76,3111900000,1.23379E+11
bitcoin,Nov 05/ 2017,7404.52,7617.48,7333.19,7407.41,2380410000,1.23388E+11
bitcoin,Nov 04/ 2017,7164.48,7492.86,7031.28,7379.95,2483800000,1.19376E+11
bitcoin,Nov 03/ 2017,7087.53,7461.29,7002.94,7207.76,3369860000,1.18084E+11
bitcoin,Nov 02/ 2017,6777.77,7367.33,6758.72,7078.5,4653770000,1.1291E+11
bitcoin,Nov 01/ 2017,6440.97,6767.31,6377.88,6767.31,2870320000,1.07287E+11
bitcoin,Oct 31/ 2017,6132.02,6470.43,6103.33,6468.4,2311380000,1.0213E+11
bitcoin,Oct 30/ 2017,6114.85,6214.99,6040.85,6130.53,1772150000,1.01833E+11
bitcoin,Oct 29/ 2017,5754.44,6255.71,5724.58,6153.85,2859040000,95819800000
bitcoin,Oct 28/ 2017,5787.82,5876.72,5689.19,5753.09,1403920000,96369600000
bitcoin,Oct 27/ 2017,5899.74,5988.39,5728.82,5780.9,1710130000,98225400000
bitcoin,Oct 26/ 2017,5747.95,5976.8,5721.22,5904.83,1905040000,95685100000
bitcoin,Oct 25/ 2017,5524.6,5754.33,5397.88,5750.8,1966990000,91954200000
bitcoin,Oct 24/ 2017,5935.52,5935.52,5504.18,5526.64,2735700000,98781600000
bitcoin,Oct 23/ 2017,6006,6075.59,5732.47,5930.32,2401840000,99941600000
bitcoin,Oct 22/ 2017,6036.66,6076.26,5792.34,6008.42,2034630000,1.00438E+11
bitcoin,Oct 21/ 2017,5996.79,6194.88,5965.07,6031.6,2207100000,99763200000
bitcoin,Oct 20/ 2017,5708.11,6060.11,5627.23,6011.45,2354430000,94947900000
bitcoin,Oct 19/ 2017,5583.74,5744.35,5531.06,5708.52,1780540000,92867000000
bitcoin,Oct 18/ 2017,5603.82,5603.82,5151.44,5590.69,2399270000,93190200000
bitcoin,Oct 17/ 2017,5741.58,5800.35,5472.72,5605.51,1821570000,95469300000
bitcoin,Oct 16/ 2017,5687.57,5776.23,5544.21,5725.59,2008070000,94559000000
bitcoin,Oct 15/ 2017,5835.96,5852.48,5478.61,5678.19,1976040000,97011900000
bitcoin,Oct 14/ 2017,5643.53,5837.7,5591.64,5831.79,1669030000,93803000000
bitcoin,Oct 13/ 2017,5464.16,5840.3,5436.85,5647.21,3615480000,90812400000
bitcoin,Oct 12/ 2017,4829.58,5446.91,4822,5446.91,2791610000,80256700000
bitcoin,Oct 11/ 2017,4789.25,4873.73,4751.63,4826.48,1222280000,79578200000
bitcoin,Oct 10/ 2017,4776.21,4922.17,4765.1,4781.99,1597140000,79351800000
bitcoin,Oct 09/ 2017,4614.52,4878.71,4564.25,4772.02,1968740000,76656500000
bitcoin,Oct 08/ 2017,4429.67,4624.14,4405.64,4610.48,1313870000,73575400000
bitcoin,Oct 07/ 2017,4369.35,4443.88,4321.05,4426.89,906928000,72565100000
bitcoin,Oct 06/ 2017,4324.46,4413.27,4320.53,4370.81,1069940000,71810600000
bitcoin,Oct 05/ 2017,4229.88,4362.64,4164.05,4328.41,1161770000,70233700000
bitcoin,Oct 04/ 2017,4319.37,4352.31,4210.42,4229.36,1116770000,71712500000
bitcoin,Oct 03/ 2017,4408.46,4432.47,4258.89,4317.48,1288020000,73181300000
bitcoin,Oct 02/ 2017,4395.81,4470.23,4377.46,4409.32,1431730000,72963200000
bitcoin,Oct 01/ 2017,4341.05,4403.74,4269.81,4403.74,1208210000,72047300000
bitcoin,Sep 30/ 2017,4166.11,4358.43,4160.86,4338.71,1207450000,69136600000
bitcoin,Sep 29/ 2017,4171.62,4214.63,4039.29,4163.07,1367050000,69219200000
bitcoin,Sep 28/ 2017,4197.13,4279.31,4109.7,4174.73,1712320000,69633200000
bitcoin,Sep 27/ 2017,3892.94,4210.05,3884.82,4200.67,1686880000,64579200000
bitcoin,Sep 26/ 2017,3928.41,3969.89,3869.9,3892.35,1043740000,65161000000
