Slug,Date,Open,High,Low,Close,Volume,Market Cap
ripple,Dec 31/ 2017,2.10,2.39,1.87,2.30,4642080000,81162600000
ripple,Dec 30/ 2017,2.20,2.85,2.04,2.16,8108390000,85187400000
ripple,Dec 29/ 2017,1.44,2.27,1.44,2.21,7545740000,55767500000
ripple,Dec 28/ 2017,1.39,1.50,1.26,1.43,2843300000,53998200000
ripple,Dec 27/ 2017,1.18,1.47,1.18,1.40,2854260000,45875700000
ripple,Dec 26/ 2017,1.12,1.19,1.09,1.19,938847000,43455400000
ripple,Dec 25/ 2017,1.05,1.13,1.00,1.12,686014000,40506000000
ripple,Dec 24/ 2017,1.18,1.18,0.911226,1.04,754959000,45541100000
ripple,Dec 23/ 2017,1.17,1.21,1.08,1.17,1497590000,45167600000
ripple,Dec 22/ 2017,1.17,1.38,0.741013,1.14,4644700000,45189500000
ripple,Dec 21/ 2017,0.782515,1.24,0.782515,1.19,3626110000,30314000000
ripple,Dec 20/ 2017,0.787171,0.789044,0.730953,0.775964,1007420000,30494300000
ripple,Dec 19/ 2017,0.777447,0.863536,0.756724,0.791257,1449670000,30117600000
ripple,Dec 18/ 2017,0.728036,0.792014,0.689323,0.778407,1342720000,28203500000
ripple,Dec 17/ 2017,0.754125,0.765981,0.719929,0.728366,805200000,29214200000
ripple,Dec 16/ 2017,0.755493,0.815923,0.741667,0.758642,1334770000,29267100000
ripple,Dec 15/ 2017,0.861760,0.861760,0.666114,0.756181,3194210000,33383900000
ripple,Dec 14/ 2017,0.470648,0.892267,0.466401,0.864263,6358700000,18232500000
ripple,Dec 13/ 2017,0.372689,0.513768,0.342964,0.471063,2738760000,14437600000
ripple,Dec 12/ 2017,0.252258,0.434102,0.250961,0.373541,1555040000,9772240000
ripple,Dec 11/ 2017,0.236574,0.252777,0.235804,0.251691,176101000,9164670000
ripple,Dec 10/ 2017,0.245548,0.245548,0.229304,0.237333,198174000,9512330000
ripple,Dec 09/ 2017,0.252162,0.255684,0.240073,0.244708,205289000,9768540000
ripple,Dec 08/ 2017,0.223636,0.278673,0.222168,0.252125,660172000,8663460000
ripple,Dec 07/ 2017,0.232623,0.233760,0.221340,0.222823,275205000,9011630000
ripple,Dec 06/ 2017,0.245416,0.245705,0.227742,0.232544,274526000,9507190000
ripple,Dec 05/ 2017,0.253598,0.253988,0.245234,0.246101,174591000,9815990000
ripple,Dec 04/ 2017,0.252919,0.255362,0.247160,0.253571,104650000,9768480000
ripple,Dec 03/ 2017,0.255530,0.263072,0.247391,0.252558,134710000,9869310000
ripple,Dec 02/ 2017,0.255656,0.259218,0.250756,0.255492,118250000,9874190000
ripple,Dec 01/ 2017,0.250352,0.258828,0.239438,0.255699,182992000,9669290000
ripple,Nov 30/ 2017,0.246433,0.261524,0.229586,0.250878,270907000,9517940000
ripple,Nov 29/ 2017,0.297867,0.297867,0.239409,0.243064,541178000,11504500000
ripple,Nov 28/ 2017,0.254037,0.301084,0.253415,0.299152,720743000,9811650000
ripple,Nov 27/ 2017,0.248305,0.254733,0.247861,0.253927,196735000,9590240000
ripple,Nov 26/ 2017,0.252914,0.252914,0.248589,0.248818,133297000,9768270000
ripple,Nov 25/ 2017,0.244178,0.255700,0.243584,0.252393,212593000,9430850000
ripple,Nov 24/ 2017,0.242851,0.245388,0.238421,0.244642,211486000,9379600000
ripple,Nov 23/ 2017,0.238991,0.250096,0.237304,0.242402,240685000,9230520000
ripple,Nov 22/ 2017,0.232642,0.240848,0.232317,0.238859,167078000,8985300000
ripple,Nov 21/ 2017,0.237978,0.240974,0.227200,0.233271,217851000,9191390000
ripple,Nov 20/ 2017,0.231336,0.243430,0.230917,0.238759,214663000,8934850000
ripple,Nov 19/ 2017,0.228140,0.236231,0.226037,0.231016,193808000,8811410000
ripple,Nov 18/ 2017,0.226547,0.230399,0.222399,0.228627,144298000,8749900000
ripple,Nov 17/ 2017,0.224768,0.239409,0.220273,0.226581,397071000,8681190000
ripple,Nov 16/ 2017,0.212655,0.271790,0.209287,0.227107,1022580000,8213360000
ripple,Nov 15/ 2017,0.208937,0.213105,0.208058,0.212956,100294000,8069730000
ripple,Nov 14/ 2017,0.203679,0.213693,0.203679,0.209825,127361000,7866670000
ripple,Nov 13/ 2017,0.197472,0.204081,0.197456,0.203442,132567000,7608890000
ripple,Nov 12/ 2017,0.210214,0.210214,0.195389,0.197339,251175000,8099860000
ripple,Nov 11/ 2017,0.205948,0.214456,0.205459,0.210430,134503000,7935490000
ripple,Nov 10/ 2017,0.218256,0.219068,0.205260,0.206483,141033000,8409740000
ripple,Nov 09/ 2017,0.217911,0.221791,0.214866,0.217488,147917000,8396440000
ripple,Nov 08/ 2017,0.210675,0.221458,0.208060,0.217437,156959000,8117620000
ripple,Nov 07/ 2017,0.205103,0.211375,0.203978,0.210354,114073000,7902920000
ripple,Nov 06/ 2017,0.201967,0.208662,0.201410,0.205990,102233000,7782080000
ripple,Nov 05/ 2017,0.203274,0.205124,0.201117,0.202055,46959000,7832450000
